title,year,runtime_min,genre,imdb_rating,director,votes,Gross,title_norm,year_norm,review_count,avg_review_rating,avg_review_len,fear_review_ratio,avg_fear_count,avg_fear_density,pos_ratio,neu_ratio,neg_ratio,runtime,log_votes
Countdown III,2019,90,"Horror, Thriller",5.4,Justin Dec,41867,,countdown iii,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.642277090974774
In the Tall Grass,2019,101,"Horror, Mystery, Sci-Fi",5.4,Vincenzo Natali,60139,,in the tall grass,2019.0,4.0,4.75,1890.5,0.75,4.75,0.015549635278824211,0.0,0.5,0.5,0,11.00443045654252
Maximum Overdrive,1986,98,"Action, Comedy, Horror",5.4,Stephen King,34054,$7.43M,maximum overdrive,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.435732143675418
A Nightmare on Elm Street 2: Freddy's Revenge,1985,87,Horror,5.4,Jack Sholder,73312,$30.00M,a nightmare on elm street 2: freddy's revenge,1985.0,5.0,5.2,441.4,1.0,3.0,0.05370845813721294,0.0,1.0,0.0,0,11.202493225491926
Vampire Academy,2014,104,"Action, Comedy, Drama",5.4,Mark Waters,55923,$7.79M,vampire academy,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.931748905107716
Turistas,2006,93,"Horror, Mystery, Thriller",5.4,John Stockwell,39687,$7.03M,turistas,2006.0,1.0,6.0,1591.0,1.0,6.0,0.020833333333333332,0.0,1.0,0.0,0,10.588804153980885
The Ring Two,2005,110,"Horror, Mystery",5.4,Hideo Nakata,98602,$76.23M,the ring two,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.498856966091356
Red Riding Hood,2011,100,"Fantasy, Horror, Mystery",5.4,Catherine Hardwicke,113995,$37.66M,red riding hood,2011.0,2.0,7.5,1655.0,0.0,0.0,0.0,0.5,0.5,0.0,0,11.643918639041745
Winchester,2018,99,"Drama, Fantasy, Horror",5.4,Michael Spierig,35434,$25.09M,winchester,2018.0,2.0,3.0,2198.5,0.5,8.0,0.011627906976744186,0.0,0.0,1.0,0,10.475455311244357
My Bloody Valentine,2009,101,"Horror, Mystery, Thriller",5.4,Patrick Lussier,58571,$51.55M,my bloody valentine,2009.0,3.0,7.333333333333333,1218.0,1.0,4.666666666666667,0.04900886802295253,1.0,0.0,0.0,0,10.978012045675149
Jessabelle,2014,90,"Drama, Horror, Mystery",5.4,Kevin Greutert,25037,,jessabelle,2014.0,3.0,3.0,771.6666666666666,1.0,2.0,0.012576754385964914,0.0,0.0,1.0,0,10.128149949819608
The Eye,2008,98,"Horror, Mystery",5.4,David Moreau,55021,$31.42M,the eye,2008.0,1.0,4.0,1267.0,1.0,4.0,0.01932367149758454,0.0,0.0,1.0,0,10.915488384235935
Tusk I,2014,102,"Comedy, Horror",5.3,Kevin Smith,58591,$1.82M,tusk i,2014.0,2.0,5.0,1333.0,1.0,5.5,0.02067637702996819,0.5,0.0,0.5,0,10.978353447474237
The Invitation II,2022,105,"Horror, Thriller",5.3,Jessica M. Thompson,26160,,the invitation ii,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.172025031140222
The Nun,2018,96,"Horror, Mystery, Thriller",5.3,Corin Hardy,148299,$117.45M,the nun,2018.0,9.0,4.75,1195.0,1.0,6.333333333333333,0.025656590217157653,0.1111111111111111,0.3333333333333333,0.4444444444444444,0,11.906992528126024
The Green Inferno,2013,100,"Adventure, Horror",5.3,Eli Roth,46716,$7.19M,the green inferno,2013.0,3.0,5.0,1727.0,0.6666666666666666,5.333333333333333,0.014265900173373482,0.0,0.6666666666666666,0.3333333333333333,0,10.751863403111642
The Predator,2018,107,"Action, Adventure, Horror",5.3,Shane Black,138182,$51.02M,the predator,2018.0,10.0,4.555555555555555,1255.8,0.7,2.6,0.010709575185664323,0.2,0.2,0.5,0,11.836334172619093
Scary Movie 2,2001,83,"Comedy, Horror",5.3,Keenen Ivory Wayans,167717,$71.31M,scary movie 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.030039276577302
Legion,2010,100,"Action, Fantasy, Horror",5.3,Scott Stewart,108043,$40.17M,legion,2010.0,2.0,7.0,719.0,1.0,1.5,0.020069444444444445,0.5,0.5,0.0,0,11.5902938305459
The New Mutants,2020,94,"Action, Horror, Mystery",5.3,Josh Boone,84381,$23.86M,the new mutants,2020.0,5.0,5.2,1822.8,0.8,2.4,0.010273585690582364,0.2,0.6,0.2,0,11.343109387696558
Things Heard & Seen,2021,121,"Drama, Horror, Mystery",5.3,Shari Springer Berman,33777,,things heard & seen,2021.0,2.0,6.0,1465.0,0.5,4.0,0.014760147601476014,0.0,1.0,0.0,0,10.427564981977866
Sinister 2,2015,97,"Horror, Mystery, Thriller",5.3,Ciarán Foy,57723,$27.74M,sinister 2,2015.0,3.0,3.5,2705.3333333333335,1.0,18.666666666666668,0.03743943500041061,0.0,0.0,0.6666666666666666,0,10.963428310555969
The Silence I,2019,90,"Drama, Horror, Sci-Fi",5.3,John R. Leonetti,48055,,the silence i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.780122276529998
Resident Evil: Retribution,2012,95,"Action, Horror, Sci-Fi",5.3,Paul W.S. Anderson,146296,$42.35M,resident evil: retribution,2012.0,4.0,5.25,1153.75,0.75,1.25,0.01409924534924535,0.25,0.5,0.25,0,11.893394080987989
The Stepford Wives,2004,93,"Comedy, Horror, Sci-Fi",5.3,Frank Oz,68040,$59.48M,the stepford wives,2004.0,2.0,4.0,1562.0,0.0,0.0,0.0,0.0,0.5,0.5,0,11.127865743638715
The Messengers,2007,90,"Drama, Horror, Mystery",5.3,Danny Pang,40604,$35.37M,the messengers,2007.0,3.0,4.333333333333333,2169.3333333333335,0.6666666666666666,4.666666666666667,0.010813765567069112,0.0,0.3333333333333333,0.6666666666666666,0,10.611646490716511
The Resident,2011,91,"Crime, Drama, Horror",5.3,Antti J. Jokinen,28945,,the resident,2011.0,1.0,4.0,1573.0,1.0,7.0,0.02491103202846975,0.0,0.0,1.0,0,10.273187304197549
The Colony I,2013,95,"Action, Horror, Sci-Fi",5.3,Jeff Renfroe,46277,,the colony i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.742421965162054
Doom,2005,105,"Action, Horror, Sci-Fi",5.2,Andrzej Bartkowiak,116192,$28.21M,doom,2005.0,3.0,5.666666666666667,803.3333333333334,0.6666666666666666,3.3333333333333335,0.01848443012732014,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,11.663007880621533
Morbius,2022,104,"Action, Adventure, Horror",5.2,Daniel Espinosa,137749,$73.87M,morbius,2022.0,9.0,5.555555555555555,1028.6666666666667,0.5555555555555556,1.6666666666666667,0.02202010858932165,0.3333333333333333,0.4444444444444444,0.2222222222222222,0,11.83319572701516
The Covenant,2006,97,"Action, Adventure, Fantasy",5.2,Renny Harlin,50834,$23.29M,the covenant,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.83634037270926
Resident Evil: Welcome to Raccoon City,2021,107,"Action, Horror, Sci-Fi",5.2,Johannes Roberts,58422,$17.00M,resident evil: welcome to raccoon city,2021.0,4.0,6.0,1459.25,0.75,6.25,0.01537057582283713,0.25,0.5,0.0,0,10.975464926899866
Hellboy,2019,120,"Action, Adventure, Fantasy",5.2,Neil Marshall,94121,$21.90M,hellboy,2019.0,3.0,7.333333333333333,957.6666666666666,0.3333333333333333,1.6666666666666667,0.004604051565377532,1.0,0.0,0.0,0,11.452347092084295
Spiral,2021,93,"Horror, Mystery, Thriller",5.2,Darren Lynn Bousman,58812,,spiral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.982118197885645
Flatliners,2017,109,"Drama, Horror, Mystery",5.2,Niels Arden Oplev,49170,$16.88M,flatliners,2017.0,5.0,4.5,2091.0,0.8,5.6,0.011682351016479325,0.2,0.2,0.4,0,10.80305929780341
The Mummy: Tomb of the Dragon Emperor,2008,112,"Action, Adventure, Fantasy",5.2,Rob Cohen,166078,$102.49M,the mummy: tomb of the dragon emperor,2008.0,4.0,5.0,1659.25,0.5,1.25,0.0031368499867159383,0.25,0.25,0.5,0,12.020218857746928
The Bad Batch,2016,118,"Action, Horror, Mystery",5.2,Ana Lily Amirpour,33671,$0.18M,the bad batch,2016.0,4.0,3.75,641.5,0.5,0.5,0.0028255528255528256,0.0,0.5,0.5,0,10.424421910450407
Spawn,1997,96,"Action, Drama, Horror",5.2,Mark A.Z. Dippé,70341,$54.97M,spawn,1997.0,1.0,1.0,657.0,1.0,1.0,0.007692307692307693,0.0,0.0,1.0,0,11.16112433894761
Truth or Dare I,2018,100,"Horror, Thriller",5.2,Jeff Wadlow,59199,$41.41M,truth or dare i,2018.0,3.0,5.0,499.0,0.3333333333333333,2.6666666666666665,0.014492753623188406,0.0,0.6666666666666666,0.0,0,10.988676820872097
The Curse of La Llorona,2019,93,"Horror, Mystery, Thriller",5.2,Michael Chaves,53361,$54.73M,the curse of la llorona,2019.0,4.0,4.75,1242.75,1.0,5.25,0.03175461561917002,0.25,0.25,0.5,0,10.884854161146471
Queen of the Damned,2002,101,"Drama, Fantasy, Horror",5.2,Michael Rymer,57951,$30.34M,queen of the damned,2002.0,1.0,8.0,119.0,1.0,1.0,0.041666666666666664,1.0,0.0,0.0,0,10.96737036068314
Scooby-Doo 2: Monsters Unleashed,2004,93,"Adventure, Comedy, Family",5.2,Raja Gosnell,61313,$84.22M,scooby-doo 2: monsters unleashed,2004.0,1.0,5.0,1590.0,1.0,2.0,0.007067137809187279,0.0,1.0,0.0,0,11.023763480840264
Hubie Halloween,2020,103,"Comedy, Horror, Mystery",5.2,Steven Brill,53916,,hubie halloween,2020.0,1.0,6.0,960.0,1.0,2.0,0.012048192771084338,0.0,1.0,0.0,0,10.895201106056144
A Nightmare on Elm Street,2010,95,"Crime, Drama, Horror",5.2,Samuel Bayer,103828,$63.08M,a nightmare on elm street,2010.0,4.0,8.5,666.5,1.0,4.5,0.06148373027633128,1.0,0.0,0.0,0,11.550500594123315
The First Purge,2018,97,"Action, Horror, Sci-Fi",5.2,Gerard McMurray,66568,$69.49M,the first purge,2018.0,1.0,6.0,992.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11.105994282700339
The Strangers: Prey at Night,2018,85,Horror,5.2,Johannes Roberts,32686,$24.43M,the strangers: prey at night,2018.0,3.0,6.5,522.0,0.3333333333333333,0.3333333333333333,0.0015220700152207,0.3333333333333333,0.3333333333333333,0.0,0,10.394732724323175
Friday the 13th Part VII: The New Blood,1988,88,"Horror, Thriller",5.2,John Carl Buechler,39646,$19.17M,friday the 13th part vii: the new blood,1988.0,4.0,4.5,1561.25,1.0,4.75,0.01605699876594577,0.0,0.5,0.5,0,10.587770562157601
Shutter I,2008,85,"Horror, Mystery, Thriller",5.2,Masayuki Ochiai,36208,$25.93M,shutter i,2008.0,2.0,5.5,2295.0,1.0,8.5,0.022033254079932715,0.5,0.0,0.5,0,10.497062985697864
Cult of Chucky,2017,91,"Horror, Thriller",5.2,Don Mancini,27436,,cult of chucky,2017.0,3.0,4.333333333333333,244.66666666666666,0.3333333333333333,0.3333333333333333,0.005208333333333333,0.3333333333333333,0.0,0.6666666666666666,0,10.219647746416857
Apollo 18,2011,86,"Horror, Mystery, Sci-Fi",5.2,Gonzalo López-Gallego,56777,$17.69M,apollo 18,2011.0,2.0,8.5,417.0,1.0,2.5,0.03701298701298701,1.0,0.0,0.0,0,10.946904205736288
The Lazarus Effect,2015,83,"Horror, Mystery, Sci-Fi",5.2,David Gelb,44970,$25.80M,the lazarus effect,2015.0,3.0,6.0,1033.3333333333333,1.0,4.333333333333333,0.02499899035791812,0.3333333333333333,0.6666666666666666,0.0,0,10.713773116564434
The Lords of Salem,2012,101,"Horror, Thriller",5.2,Rob Zombie,31229,$1.16M,the lords of salem,2012.0,2.0,7.0,3294.5,1.0,20.0,0.037851565252287604,0.5,0.0,0.0,0,10.349134450277123
Friend Request,2016,92,"Horror, Mystery, Thriller",5.2,Simon Verhoeven,27158,$3.76M,friend request,2016.0,2.0,3.5,821.5,0.5,1.0,0.0036496350364963502,0.0,0.0,1.0,0,10.20946376214355
The Unholy,2021,99,"Drama, Horror, Mystery",5.1,Evan Spiliotopoulos,25389,,the unholy,2021.0,1.0,1.0,350.0,1.0,2.0,0.029411764705882353,0.0,0.0,1.0,0,10.142110674698724
The Haunted Mansion,2003,88,"Comedy, Family, Fantasy",5.1,Rob Minkoff,51618,$75.85M,the haunted mansion,2003.0,2.0,6.0,1086.5,1.0,4.0,0.022472555894016897,0.0,1.0,0.0,0,10.851645100748655
The Final Destination,2009,82,"Horror, Thriller",5.1,David R. Ellis,110457,$66.48M,the final destination,2009.0,7.0,5.333333333333333,1109.7142857142858,0.8571428571428571,2.7142857142857144,0.01183737367706392,0.14285714285714285,0.42857142857142855,0.2857142857142857,0,11.612390637189504
Sorority Row,2009,101,"Horror, Mystery",5.1,Stewart Hendler,31640,$11.96M,sorority row,2009.0,1.0,0.0,1644.0,1.0,4.0,0.01486988847583643,0.0,0.0,0.0,0,10.362209026944724
The Hills Have Eyes 2,2007,89,"Horror, Thriller",5.1,Martin Weisz,65955,$20.80M,the hills have eyes 2,2007.0,2.0,5.0,708.5,1.0,1.0,0.00958994708994709,0.0,0.5,0.5,0,11.096743132020858
When a Stranger Calls,2006,87,"Horror, Thriller",5.1,Simon West,47247,$47.86M,when a stranger calls,2006.0,1.0,7.0,527.0,1.0,2.0,0.027777777777777776,1.0,0.0,0.0,0,10.763165603983705
The Cave,2005,97,"Adventure, Horror, Sci-Fi",5.1,Bruce Hunt,40180,$15.01M,the cave,2005.0,1.0,5.0,1760.0,1.0,4.0,0.012658227848101266,0.0,1.0,0.0,0,10.601149526063207
Halloween III: Season of the Witch,1982,98,"Horror, Mystery, Sci-Fi",5.1,Tommy Lee Wallace,57269,$14.40M,halloween iii: season of the witch,1982.0,5.0,5.0,1781.0,0.8,3.6,0.010113739383471711,0.4,0.2,0.4,0,10.955532205387904
Exorcist: The Beginning,2004,114,"Horror, Mystery, Thriller",5.1,Renny Harlin,37959,$41.82M,exorcist: the beginning,2004.0,1.0,4.0,237.0,1.0,1.0,0.02040816326530612,0.0,0.0,1.0,0,10.544288252723865
Child's Play 3,1991,90,"Horror, Thriller",5.1,Jack Bender,43765,$14.96M,child's play 3,1991.0,2.0,6.0,226.0,0.0,0.0,0.0,0.5,0.5,0.0,0,10.686612539214305
An American Werewolf in Paris,1997,98,"Comedy, Fantasy, Horror",5.1,Anthony Waller,26134,$26.57M,an american werewolf in paris,1997.0,1.0,2.0,858.0,1.0,2.0,0.013071895424836602,0.0,0.0,1.0,0,10.171030691147022
Grave Encounters 2,2012,98,"Horror, Mystery",5.1,John Poliquin,26222,,grave encounters 2,2012.0,1.0,5.0,495.0,1.0,1.0,0.01098901098901099,0.0,1.0,0.0,0,10.174392167248598
A Serbian Film,2010,104,"Horror, Mystery, Thriller",5.0,Srdjan Spasojevic,67662,,a serbian film,2010.0,1.0,1.0,319.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.122294780695517
Halloween Ends,2022,111,"Horror, Thriller",5.0,David Gordon Green,62008,,halloween ends,2022.0,8.0,5.125,947.75,0.875,2.75,0.017700767659390677,0.25,0.375,0.375,0,11.035034814782671
Shadow in the Cloud,2020,83,"Action, Horror, War",5.0,Roseanne Liang,28700,,shadow in the cloud,2020.0,6.0,6.5,1051.5,0.8333333333333334,1.8333333333333333,0.009364613349601597,0.3333333333333333,0.6666666666666666,0.0,0,10.264687244346277
47 Meters Down: Uncaged,2019,90,"Adventure, Drama, Horror",5.0,Johannes Roberts,28859,$22.26M,47 meters down: uncaged,2019.0,7.0,3.857142857142857,1133.5714285714287,0.5714285714285714,1.5714285714285714,0.00806714318674694,0.0,0.42857142857142855,0.5714285714285714,0,10.270211832327862
Leatherface,2017,90,"Crime, Horror, Thriller",5.0,Alexandre Bustillo,25704,,leatherface,2017.0,1.0,3.0,143.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.154440804489605
The Haunting,1999,113,"Fantasy, Horror, Mystery",5.0,Jan de Bont,78402,$91.41M,the haunting,1999.0,1.0,4.0,225.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.269617470912523
A Haunted House,2013,86,"Comedy, Fantasy, Horror",5.0,Michael Tiddes,48272,$40.04M,a haunted house,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.78462767712726
How It Ends,2018,113,"Action, Drama, Horror",5.0,David M. Rosenthal,55729,,how it ends,2018.0,2.0,5.0,857.5,0.0,0.0,0.0,0.0,0.5,0.5,0,10.928273880563582
Blair Witch,2016,89,"Horror, Mystery, Thriller",5.0,Adam Wingard,47890,$20.78M,blair witch,2016.0,3.0,3.5,2876.6666666666665,0.6666666666666666,15.333333333333334,0.01833212793314047,0.0,0.3333333333333333,0.3333333333333333,0,10.776682874304697
Virus,1999,99,"Action, Horror, Sci-Fi",5.0,John Bruno,29017,$14.01M,virus,1999.0,1.0,3.0,1516.0,1.0,2.0,0.007905138339920948,0.0,0.0,1.0,0,10.27567160607563
Stay Alive,2006,85,"Fantasy, Horror, Mystery",5.0,William Brent Bell,33235,$23.09M,stay alive,2006.0,1.0,6.0,52.0,1.0,1.0,0.125,0.0,1.0,0.0,0,10.411388904784872
A Nightmare on Elm Street: The Dream Child,1989,89,"Fantasy, Horror",5.0,Stephen Hopkins,48222,$22.17M,a nightmare on elm street: the dream child,1989.0,2.0,5.5,682.5,1.0,3.0,0.02353266888150609,0.0,1.0,0.0,0,10.78359136464851
See No Evil,2006,84,"Action, Horror, Thriller",5.0,Gregory Dark,28075,$15.03M,see no evil,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.242670397850311
Chernobyl Diaries,2012,86,"Horror, Mystery, Thriller",5.0,Bradley Parker,67339,$18.12M,chernobyl diaries,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.117509692715066
Cursed,2005,97,"Comedy, Horror",5.0,Wes Craven,34024,$19.30M,cursed,2005.0,2.0,4.5,1317.5,0.5,3.0,0.007874015748031496,0.0,0.5,0.5,0,10.434850827519666
Paranormal Activity: The Marked Ones,2014,84,"Horror, Mystery",5.0,Christopher Landon,44216,$32.46M,paranormal activity: the marked ones,2014.0,2.0,5.0,502.0,0.5,1.5,0.010714285714285714,0.0,1.0,0.0,0,10.696864609504868
The Grudge 2,2006,102,"Horror, Thriller",5.0,Takashi Shimizu,50475,$39.14M,the grudge 2,2006.0,1.0,3.0,2784.0,1.0,15.0,0.03416856492027335,0.0,0.0,1.0,0,10.829253254772802
[REC] 3: Genesis,2012,80,"Horror, Thriller",5.0,Paco Plaza,36765,$0.01M,[rec] 3: genesis,2012.0,3.0,3.5,283.6666666666667,1.0,1.6666666666666667,0.06361416361416361,0.0,0.0,0.6666666666666666,0,10.512328784042817
An American Haunting,2005,83,"Drama, Horror, Mystery",5.0,Courtney Solomon,26374,$16.30M,an american haunting,2005.0,1.0,5.0,86.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.180171870778368
Knock Knock I,2015,99,"Crime, Drama, Horror",4.9,Eli Roth,99384,$0.04M,knock knock i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.5067564758247
The Darkest Hour,2011,89,"Action, Adventure, Horror",4.9,Chris Gorak,62428,$21.43M,the darkest hour,2011.0,2.0,3.5,3012.0,1.0,3.5,0.00666460696473496,0.0,0.0,1.0,0,11.041785189987408
Fantasy Island,2020,109,"Fantasy, Horror, Mystery",4.9,Jeff Wadlow,55082,$27.31M,fantasy island,2020.0,4.0,3.75,2544.25,0.75,2.75,0.010922763167345211,0.0,0.5,0.5,0,10.916596417590297
Dracula 2000,2000,99,"Action, Fantasy, Horror",4.9,Patrick Lussier,35130,$33.02M,dracula 2000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.466839210553566
Silent Hill: Revelation,2012,95,"Horror, Mystery, Thriller",4.9,M.J. Bassett,65270,$17.53M,silent hill: revelation,2012.0,1.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.086303112486313
Seed of Chucky,2004,87,"Comedy, Horror, Thriller",4.9,Don Mancini,47581,$17.08M,seed of chucky,2004.0,3.0,5.333333333333333,500.0,0.6666666666666666,2.0,0.015656565656565657,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,10.770209817441788
Ghosts of Mars,2001,98,"Action, Horror, Sci-Fi",4.9,John Carpenter,56213,$8.43M,ghosts of mars,2001.0,1.0,5.0,1268.0,1.0,4.0,0.017316017316017316,0.0,1.0,0.0,0,10.936921115179244
Poltergeist,2015,93,"Horror, Thriller",4.9,Gil Kenan,59621,$47.43M,poltergeist,2015.0,5.0,5.25,1183.6,1.0,3.6,0.020369731538711366,0.2,0.4,0.2,0,10.995779912459419
Darkness Falls,2003,86,"Fantasy, Horror, Mystery",4.9,Jonathan Liebesman,32613,$32.55M,darkness falls,2003.0,3.0,5.666666666666667,1736.0,0.6666666666666666,12.0,0.026366140325056242,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,10.392496923021222
Valentine,2001,96,"Horror, Mystery, Thriller",4.9,Jamie Blanks,29306,$20.38M,valentine,2001.0,1.0,7.0,1527.0,1.0,3.0,0.011857707509881422,1.0,0.0,0.0,0,10.285581674321053
Halloween 5: The Revenge of Michael Myers,1989,96,"Horror, Thriller",4.9,Dominique Othenin-Girard,44618,$11.64M,halloween 5: the revenge of michael myers,1989.0,3.0,5.666666666666667,1176.0,0.6666666666666666,1.3333333333333333,0.005902586961388939,0.3333333333333333,0.6666666666666666,0.0,0,10.705915056260707
Vanishing on 7th Street,2010,92,"Horror, Mystery, Thriller",4.9,Brad Anderson,26800,$0.02M,vanishing on 7th street,2010.0,1.0,5.0,1551.0,1.0,2.0,0.007352941176470588,0.0,1.0,0.0,0,10.196194479235656
Anaconda,1997,89,"Action, Adventure, Horror",4.8,Luis Llosa,108000,$65.89M,anaconda,1997.0,3.0,4.666666666666667,874.6666666666666,1.0,1.6666666666666667,0.015294533205803526,0.0,0.6666666666666666,0.3333333333333333,0,11.58989576532275
Texas Chainsaw,2013,92,"Horror, Thriller",4.8,John Luessenhop,53682,$34.34M,texas chainsaw,2013.0,1.0,4.0,2688.0,1.0,11.0,0.022964509394572025,0.0,0.0,1.0,0,10.890851656820173
The Forest I,2016,93,"Horror, Mystery, Thriller",4.8,Jason Zada,44543,$26.58M,the forest i,2016.0,2.0,8.0,3090.0,1.0,6.5,0.01473665668486877,0.5,0.0,0.0,0,10.704232743694092
Leprechaun,1993,92,"Comedy, Fantasy, Horror",4.8,Mark Jones,28663,$8.56M,leprechaun,1993.0,1.0,5.0,707.0,1.0,3.0,0.0234375,0.0,1.0,0.0,0,10.26339725898479
The Roommate I,2011,91,"Drama, Horror, Thriller",4.8,Christian E. Christiansen,40236,$37.30M,the roommate i,2011.0,1.0,3.0,1049.0,1.0,1.0,0.005376344086021506,0.0,0.0,1.0,0,10.602542249310535
Halloween II,2009,105,Horror,4.8,Rob Zombie,57387,$33.39M,halloween ii,2009.0,6.0,3.0,1317.3333333333333,0.8333333333333334,4.166666666666667,0.017080205789044758,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,10.95759050121828
Meet the Blacks,2016,94,"Comedy, Horror",4.8,Deon Taylor,37146,$9.09M,meet the blacks,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.522638293183938
The Woman in Black 2: Angel of Death,2014,98,"Drama, Horror, Thriller",4.8,Tom Harper,28992,$26.50M,the woman in black 2: angel of death,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.274809700521592
Godsend,2004,102,"Action, Drama, Fantasy",4.8,Frank M. Calo,26088,$14.38M,godsend,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.169269048534572
Texas Chainsaw Massacre,2022,81,"Crime, Horror, Thriller",4.7,David Blue Garcia,56803,,texas chainsaw massacre,2022.0,6.0,2.8,1286.3333333333333,0.6666666666666666,5.666666666666667,0.015424523226726203,0.0,0.16666666666666666,0.6666666666666666,0,10.947362024764903
The Unborn,2009,88,"Horror, Mystery, Thriller",4.7,David S. Goyer,52574,$42.67M,the unborn,2009.0,2.0,5.5,849.0,1.0,4.0,0.024606872451951076,0.5,0.0,0.5,0,10.8699960005709
Friday the 13th: A New Beginning,1985,92,"Horror, Mystery, Thriller",4.7,Danny Steinmann,41029,$21.93M,friday the 13th: a new beginning,1985.0,2.0,7.0,2761.5,0.5,4.5,0.00487012987012987,1.0,0.0,0.0,0,10.622058785436232
I Still Know What You Did Last Summer,1998,100,"Horror, Mystery, Thriller",4.7,Danny Cannon,76322,$40.00M,i still know what you did last summer,1998.0,3.0,6.0,829.0,0.3333333333333333,1.3333333333333333,0.00516795865633075,0.3333333333333333,0.6666666666666666,0.0,0,11.242729613525723
Anacondas: The Hunt for the Blood Orchid,2004,97,"Action, Adventure, Horror",4.7,Dwight H. Little,32734,$32.24M,anacondas: the hunt for the blood orchid,2004.0,1.0,6.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.396200120875191
Halloween: The Curse of Michael Myers,1995,87,"Horror, Thriller",4.7,Joe Chappelle,39712,$15.12M,halloween: the curse of michael myers,1995.0,2.0,4.0,1003.0,1.0,2.5,0.016537928302634185,0.0,0.0,1.0,0,10.589433868992689
Freddy's Dead: The Final Nightmare,1991,89,"Fantasy, Horror",4.7,Rachel Talalay,48694,$34.87M,freddy's dead: the final nightmare,1991.0,1.0,8.0,121.0,1.0,1.0,0.043478260869565216,1.0,0.0,0.0,0,10.7933316343953
Pulse I,2006,90,"Horror, Sci-Fi, Thriller",4.7,Jim Sonzero,30021,$20.26M,pulse i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.309685725220122
Death Note I,2017,101,"Crime, Drama, Fantasy",4.6,Adam Wingard,87627,,death note i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.380855860555391
Aliens vs. Predator: Requiem,2007,94,"Action, Adventure, Horror",4.6,Colin Strause,129458,$41.80M,aliens vs. predator: requiem,2007.0,4.0,3.125,1110.25,0.75,5.0,0.019676007503809243,0.0,0.25,0.75,0,11.771119507676033
Psycho,1998,105,"Horror, Mystery, Thriller",4.6,Gus Van Sant,49550,$21.46M,psycho,1998.0,6.0,8.6,757.1666666666666,0.5,1.3333333333333333,0.012110321966202953,0.8333333333333334,0.0,0.0,0,10.8107577211892
Paranormal Activity 4,2012,88,"Horror, Mystery",4.6,Henry Joost,68431,$53.92M,paranormal activity 4,2012.0,2.0,5.5,413.5,0.5,0.5,0.0036496350364963502,0.5,0.0,0.5,0,11.13359583046669
The Pyramid,2014,89,"Horror, Mystery, Thriller",4.6,Grégory Levasseur,25483,$2.76M,the pyramid,2014.0,5.0,3.4,831.0,1.0,2.8,0.023916417905215315,0.2,0.0,0.8,0,10.145806083236378
Black Christmas,2006,95,Horror,4.6,Glen Morgan,28952,$16.24M,black christmas,2006.0,3.0,5.0,995.3333333333334,0.6666666666666666,1.3333333333333333,0.0072495865816206,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,10.273429104575246
Paranormal Activity: The Ghost Dimension,2015,88,"Horror, Mystery",4.6,Gregory Plotkin,29413,$18.30M,paranormal activity: the ghost dimension,2015.0,3.0,5.0,2740.6666666666665,0.6666666666666666,17.0,0.026625981438522243,0.0,0.3333333333333333,0.0,0,10.28922603046026
